UC_SEQ,MAIN_TITLE,GUGUN_NM,LAT,LNG,PLACE,TITLE,SUBTITLE,ADDR1,ADDR2,CNTCT_TEL,HOMEPAGE_URL,USAGE_DAY_WEEK_AND_TIME,RPRSNTV_MENU,MAIN_IMG_NORMAL,MAIN_IMG_THUMB,ITEMCNTNTS
1246,다께,Dong-gu,35.138863,129.06076,Take,Take (다께),,"12, Beomil-ro 102beon-gil",,-7491,,Open 11:30 / Closed 22:00,"Take Kaiseki, Special Kaiseki 1, Special Kaiseki 2",https://www.visitbusan.net/uploadImgs/files/cntnts/20220511140420748_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511140420748_thumbL,"Take is a famous Japanese restaurant in Beomil-dong, where the owner-chef prepares the main ingredients himself. If you contact them in advance, they may prepare the sashimi of your choice or the fish you freshly caught. Autographs of famous people on the walls guarantee the quality of this place."
1247,남포삼계탕,Jung-gu,35.098812,129.03049,Nampo Samgyetang,Nampo Samgyetang (남포삼계탕),,"16, Nampo-gil",,-5289,,Open 10:30 / Closed 22:00,,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511141051338_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511141051338_thumbL,"Located near Gwangbok-ro Fashion Street, this is a famous samgyetang restaurant that has been open for more than 50 years. The signature menu, samgyetang, is a whole chicken stuffed with glutinous rice, ginseng, chestnuts, and jujubes in broth, served while boiling. Electric grilled chicken is also popular."
1248,지에이비148,Suyeong-gu,35.145763,129.11497,GAB148,GAB148,(지에이비148),"2F, Samik Beach B Shopping Mall, 122, Gwanganhaebyeon-ro",,-908,,Sun~Fri / am 11:30 ~ pm 22:30Sat / am 11:30 ~ pm 23:00 ,,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511141322616_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511141322616_thumbL,"It is a dining pub frequented by couples with stunning indoor and outdoor terraces. The steak, the signature menu here, is popular because it is served on a stone heated to 250 degrees. Guests can taste various levels of steak, from rare to well-done."
1249,대수정,Dong-gu,35.140755,129.06291,Daesujeong,Daesujeong (대수정),,"46, Jaseong-ro 133beon-gil",,-763,,Open 10:30 / Closed 21:30,"Sotbap Set Meal, Galbi Steamed Set Meal, Korean Beef Ttadak Set Meal",https://www.visitbusan.net/uploadImgs/files/cntnts/20220511141556325_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511141556325_thumbL,"Daesujeong is a Korean restaurant that has been operating for more than 40 years. They make doenjang, soy sauce, and kimchi with ingredients sourced from their own farm and serve high-quality Korean beef. Their full tables served with rice in stone pots are delectable."
1250,목장원,Yeongdo-gu,35.07162,129.05736,Mokjangwon,Mokjangwon (목장원),,"355, Jeoryeong-ro, Yeongdo-gu",,051-404-5000,http://mokjangwon.co.kr/english/,11:30-21:30,"Hanwoo Sirloin,  Grilled Seasoned Hanwoo",https://www.visitbusan.net/uploadImgs/files/cntnts/20230608134617985_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230608134617985_thumbL,"Originally a cattle ranch, this place is one of the most famous restaurants in Yeongdo Island.It is a complex dining space with a restaurant, a cafe, and a park. The food is very good, butthe view of the sea from this place is something else."
1251,톤쇼우,Suyeong-gu,35.15631,129.12474,Tonshou,Tonshou,(톤쇼우),"13, Gwanganhaebyeon-ro 279beon-gil",,-8699,,Open 11:30 / Closed 21:00,,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511142349184_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511142349184_thumbL,It is a famous pork cutlet specialty store that has a two-hour queue before opening. The thick but extremely soft meat is smoked over charcoal to create an amazing taste. They have a lounge area on the second floor for the customers in line.
1252,그라치에,Yeongdo-gu,35.089043,129.06154,Grazie,Grazie (그라치에),," 12, Cheonghakdong-ro, Yeongdo-gu",,070-4150-9999,,11:30-15:00 / 17:00-21:30,"Potato Gnocchi, Squid Ink Risotto",https://www.visitbusan.net/uploadImgs/files/cntnts/20230602133238079_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230602133238079_thumbL,"This small, cozy Italian restaurant with modern decor hopes to make Italian food more accessibleto a wide audience. The potato gnocchi here is especially recommended by customers"
1253,황해도 본점,Suyeong-gu,35.1407,129.109,Hwanghaedo Main Branch,Hwanghaedo Main Branch (황해도 본점),,"35-3, Suyeong-ro 394beon-gil",,0507-1427-0507,,16:00-23:00,"Juansang (Drinks and Assorted Dishes), Dumpling Hotpot",https://www.visitbusan.net/uploadImgs/files/cntnts/20220511143741751_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511143741751_thumbL,"This is a Korean restaurant that serves delicate, high-quality food and traditional Korean wine.Juansang, which is a platter of various things at a relatively low price, is a popular choice.Above all, the dining experience here is an amazing treat."
1254,프라한,Suyeong-gu,35.146706,129.11386,PRAHRAN,PRAHRAN,(프라한),"43, Namcheondong-ro 108beon-gil",,-10722,,Open 9:30 / Closed 17:00,,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511145040294_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511145040294_thumbL,"Filled with vintage-style furniture and plants, it looks like it’s straight out of a movie. At this brunch cafe, they make their own bread for sandwiches and tomato sauce for stews. It is always full of customers who come to enjoy the relaxed atmosphere."
1255,동촌황정순수육전골,Dong-gu,35.13937,129.06071,Dongchon Hwang Jeong-sun Suyuk Jeongol ,Dongchon Hwang Jeong-sun Suyuk Jeongol (동촌황정순수육전골),,"39-12, Jobang-ro",,-7784,,Open 10:00 / Closed 22:00,"Suyuk Jeongol (Meat Hotpot), Shabu-Shabu",https://www.visitbusan.net/uploadImgs/files/cntnts/20220511153102499_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511153102499_thumbL,"Their soup is rich without being spicy, and thick slices of meat that have been boiled in advance to remove lard have a nice texture to it. They use all ingredients that are domestically produced and carefully focus on preparing two menu items."
1256,소우닭계,Dong-gu,35.13942,129.0646,Soudakgye,Soudakgye (소우닭계),,"20, Jobang-ro 16beon-gil",,-2894,,Open 11:00 / Closed 21:30,"Spicy Braised Ribs Set Meal, Wang Galbitang, Korean Beef Yukgaejang",https://www.visitbusan.net/uploadImgs/files/cntnts/20220511154322467_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511154322467_thumbL,"As the name suggests, this restaurant specializes in Korean cuisine using beef and chicken. They are famous for the owner-chef’s tender ribs using the secret recipe. They make all the side dishes from scratch, and singleserving braised ribs are also available."
1257,양지추어탕,Dong-gu,35.130672,129.04565,Yangji Chueotang,Yangji Chueotang (양지추어탕),,"70-4, Jungang-daero 371beon-gil",,-4360,,Open 11:00 / Closed 20:00,"Chueotang (Loach Soup), Fried Loach, Kodarijjim (Braised Pollack)",https://www.visitbusan.net/uploadImgs/files/cntnts/20220511160051644_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511160051644_thumbL,"Yangji Chueotang uses a large traditional-style cauldron to boil their chueotang (loach soup). They use red pepper powder from the local farm and make their own kimchi, which says a lot about the food’s quality. They have many regulars thanks to the amazing flavors and generous amount of food at low prices."
1258,오스테리아비비,Dong-gu,35.12526,129.03906,Osteria Vivi,Osteria Vivi (오스테리아비비),,"5, Honggongnam-ro 18beon-gil",,Reservations via Naver only,,Operating Hours: refer to Naver,"Prosciutto Pizza, A single course for 1 person",https://www.visitbusan.net/uploadImgs/files/cntnts/20230602152211590_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230602152211590_thumbL,"It is operated by a chef who studied at an Italian culinary school and a Pizzaiolo recognized bythe True Neapolitan Pizza Association. This restaurant is operated 100% by reservation, andguests can enjoy their meals in a private space. It exclusively offers dinner services and servesonly pizzas on Wednesdays."
1259,웅복,Dong-gu,35.130657,129.0478,Ungbok,Ungbok (웅복),,"1F, 19, Jinseong-ro 28beon-gil",,-2620,,am 11:30 ~ pm 21:30 (break time 15:00 ~ 17:00) ,"Pufferfish Course, Pufferfish Bulgogi Set Meal, Brown-backed Toadfish",https://www.visitbusan.net/uploadImgs/files/cntnts/20220511162214691_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511162214691_thumbL,"It is a pufferfish restaurant run by a married couple, and features stone pot rice for each meal. Their kimchi is made from scratch, and the ingredients are sold out on the same day. The course meals here are surprisingly good compared to the price."
1260,초량통닭,Dong-gu,35.118904,129.03996,Choryang Tongdak,Choryang Tongdak (초량통닭),,"15, Choryang-ro",,-3175,,Open 16:00 / Closed 21:30,"Fried Chicken, Dakdoritang (Spicy Chicken Soup), Baeksuk (Chicken Soup)",https://www.visitbusan.net/uploadImgs/files/cntnts/20220511163126270_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511163126270_thumbL,"This restaurant, which has been in business for over 40 years since 1976, is so famous that almost everybody knows about it. The juicy fried chicken here has been a favorite for a long time, and it is always full of office workers who visit after work."
1261,코카모메 초량점,Dong-gu,35.116886,129.0351,Kokamome Choryang,Kokamome Choryang (코카모메 초량점),,"20, Yeongchowitgil",,-2435,,Open 11:30 / Closed 20:30,"Kokamome Tendon, Ebi Tendon, Special Tendon",https://www.visitbusan.net/uploadImgs/files/cntnts/20220511164125446_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511164125446_thumbL,"It is a restaurant specializing in tempura rice bowls located in Ibagu-gil, Choryang, with a good city view. The restaurant is popular among customers of all ages for their satisfying meals. All ingredients are sourced domestically and exhausted on the same day."
1262,홍성방,Dong-gu,35.113834,129.03781,Hongseongbang,Hongseongbang (홍성방),,"16, Jungang-daero 179beon-gil, Dong-gu",,051-467-5398,,11:00-15:00 / 17:00-21:30,"Water Dumplings, Ohyangjangyuk (Five-Spice Sliced Steamed Pork)",https://www.visitbusan.net/uploadImgs/files/cntnts/20230602155001593_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230602155001593_thumbL,"This restaurant, which has been operated for over 50 years by three generations, is one of the most famous restaurants in Busan’s Chinatown. Water dumplings are so popular that they have long been called “Yeongju-dong water dumplings,” and there are many regulars coming from other provinces on weekends as well."
1263,가두리닭숯불구이,Dongnae-gu,35.204994,129.07947,Gaduri Dak Sutbulgui,Gaduri Dak Sutbulgui (가두리닭숯불구이),,"1F, 27-3, Chungnyeol-daero 179beon-gil",,-1755,,Open 17:00 / Closed 02:00,"Choose 3 of 6 grilled chicken parts, Grilled with salt, Grilled with seasoning",https://www.visitbusan.net/uploadImgs/files/cntnts/20220511172410854_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511172410854_thumbL,"This is a unique chicken barbecue restaurant where you can order six different chicken parts of your choice, as with beef or pork barbecue. The ingredients are very fresh because the owner with a background in Culinary Management uses directly sourced vegetables and raw chicken."
1264,먹음직,Dongnae-gu,35.19219,129.1003,Meogeumjik,Meogeumjik (먹음직),,"4-1, Oncheoncheon-ro 431beon-gil",,-3389,,Mon-Fri / pm 16:00 ~ pm 23:00Sat-Sun / pm 12:00 ~ pm 23:00 ,,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511173540705_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511173540705_thumbL,"This grill restaurant located on the Oncheoncheon Cafe Street also distributes meat, so fresh meat is always ready. They also prepare meat through an aging process and are highly acclaimed for serving all dishes with integrity and sincerity."
1265,미미루,Dongnae-gu,35.219486,129.08296,Mimiru,Mimiru (미미루),,"91-1, Oncheonjang-ro",,-7133,,am 11:30 ~ pm 22:00(break time 15:00 ~ 17:00) (last order 21:00),"Jjajangmyeon, Fried Rice, Sweet and Sour Pork",https://www.visitbusan.net/uploadImgs/files/cntnts/20220511174445294_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511174445294_thumbL,"This Chinese restaurant is popular for its unique recipe. Sweet and sour pork, made with meat aged for more than 6 hours, and jajangmyeon cooked with onion juice without water are the favorites. Interestingly, they also top all meals with a fried egg."
1266,밀보스79,Dongnae-gu,35.2058,129.08028,Milboss 79,Milboss 79 (밀보스79),,"11, Myeongnyun-ro 129beonna-gil",,-9092,,Open 12:00 / Closed 02:00,"Oven-grilled Cube Steak, Crab and Shrimp Pizza, Fresh Rose Pasta",https://www.visitbusan.net/uploadImgs/files/cntnts/20220511175416697_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511175416697_thumbL,"The first thing that catches your eye is the casual atmosphere. This is a dining pub where you can spend a good time at a relatively affordable price, enjoying drinks with pasta and pizza. Their pasta and sauce made from scratch go really well with beer."
1267,순이네곱창,Dongnae-gu,35.198902,129.09865,Sunine Gopchang,Sunine Gopchang (순이네곱창),,"24, Chungnyeol-daero 359beon-gil",,-9489,,Open 15:00 / Closed 24:00,"Grilled Spicy Gopchang, Korean Beef Gopchang Hotpot",https://www.visitbusan.net/uploadImgs/files/cntnts/20220512092026544_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512092026544_thumbL,"The owner-chef, a Master Craftsman Cook in Korea, prepares everything from side dishes to trimming of gopchang (intestines), the main ingredient. They use pine needles to remove odors and give a softer taste to their gopchang, which boasts a deeper taste when dipped in three sauces prepared by the master."
1268,세연정,Dongnae-gu,35.20514,129.07704,Seyeonjeong,Seyeonjeong (세연정),,"149, Chungnyeol-daero",,-7141,,Open 11:30 / Closed 22:00,"Special Ribs, Seasoned Ribs, 2 pcs, Grilled Ribs with Salt",https://www.visitbusan.net/uploadImgs/files/cntnts/20220512093357835_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512093357835_thumbL,"A family restaurant specializing in grilled beef, Seyeonjeong is particularly known for its beef ribs. They boast a high level of hygiene and service and serve directly sourced local ingredients, homemade doenjang, and foods produced by renowned suppliers."
1269,조방낙지마당,Dongnae-gu,35.19913,129.05907,Jobang Nakji Madang,Jobang Nakji Madang (조방낙지마당),,"14-4, Sajikbuk-ro 47beon-gil",,-1182,,Open 10:30 / Closed 21:00,"Stir-fried Octopus, Stir-fried Octopus with Shrimp, Stir-fried Octopus with Gopchang",https://www.visitbusan.net/uploadImgs/files/cntnts/20220512094717830_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512094717830_thumbL,"Most of the restaurants named “Jobang Nakji” have guaranteed quality, and this is also a guaranteed octopus restaurant. As with any business that has been in the neighborhood for a long time, it has many regularcustomers, and the more affordable prices compared to other octopus restaurants will give you peace of mind."
1270,초록담미역국,Dongnae-gu,35.194927,129.05788,Chorokdam Miyeokguk,Chorokdam Miyeokguk (초록담미역국),,"2F, 73, Sajik-ro, Dongnae-gu",,051-505-5255,,10:00-14:30 / 15:20-20:30,"Clam Seaweed Soup, Korean Beef Seaweed Soup",https://www.visitbusan.net/uploadImgs/files/cntnts/20230608101144664_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230608101144664_thumbL,"The restaurant prepares hanwoo used for seaweed soup by removing the fat and tendons and makes their own side dishes and seasonings, as well as fresh kimchi every day. They specialize in seaweed soup, the ultimate “home-cooked food,” and are known for their mild taste."
1271,타이빈,Dongnae-gu,35.216263,129.0773,Thai Bin,Thai Bin (타이빈),,"12, Geumgang-ro 73beon-gil, Dongnae-gu",,051-558-8885,,11:00-15:00 / 17:00-22:00,"Crab Pat Phong Curry, Punim Patpuong Curry, Thale Phad Phrikphea",https://www.visitbusan.net/uploadImgs/files/cntnts/20230602141500584_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230602141500584_thumbL,"This Thai restaurant has received the signature certification, the highest grade of Thai select, by the Thai government. They serve authentic Thai food prepared by a Thai chef. The decor of this place makes you feel like you are in Thailand."
1272,경찰서 옆 초밥집,Busanjin-gu,35.159702,129.05392,Gyeongchalseo Yeop Chobapjip,Gyeongchalseo Yeop Chobapjip (경찰서 옆 초밥집),,15 Bujeon-ro 111beon-gil,,-3976,,Open 17:00 / Closed 22:30,"Recommended Sushi 12p, Halibut and Salmon Sushi 10p, Grilled Fish Collar",https://www.visitbusan.net/uploadImgs/files/cntnts/20220512104118922_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512104118922_thumbL,"The owner-chef with 18 years of experience prepares and cooks all the ingredients. The sushi, made with guaranteed workmanship with ingredients carefully prepared for five hours every day, will not disappoint you."
1273,동백아가씨1961,Busanjin-gu,35.158566,129.064,Dongbaek Agassi 1961,Dongbaek Agassi 1961 (동백아가씨1961),,"18, Seojeon-ro 37beon-gil",,-9561,,Open 11:30 / Closed 21:00,"Red Camellia Tteokbokki, White Camellia Tteokbokki, Rice Cake Skewers",https://www.visitbusan.net/uploadImgs/files/cntnts/20220512105240390_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512105240390_thumbL,This cafe-like place with a vintage interior is surprisingly famous for its instant tteokbokki. They use quality ingredients such as red pepper powder from famous regions and add various toppings from ramen to pork cutlets.
1274,로위버거,Busanjin-gu,35.156338,129.06004,Lowe Burger,Lowe Burger (로위버거),,"1F, 31-4, Seojeon-ro 10-beon-gil",,-8545,,Open 11:30 / Closed 20:30,"Whole Shrimp Burger, Wow Woong Burger, Signature French Fries",https://www.visitbusan.net/uploadImgs/files/cntnts/20220512110929592_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512110929592_thumbL,"Here, the shrimp burger with 100% whole shrimp patty and handmade wasabi sauce is the signature item. This burger joint is very popular for the original recipe and the unique atmosphere. Only 100 burgers are sold per day, so we recommend getting there early."
1275,장어촌,Busanjin-gu,35.15863,129.05667,Jangeochon,Jangeochon (장어촌),,"36, Bujeon-ro 96beon-gil, Busan-jin-gu",,051-803-9617,,11:00-23:00,"Grilled Freshwater Eel, Grilled Sea Eel",https://www.visitbusan.net/uploadImgs/files/cntnts/20230602134652545_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230602134652545_thumbL,"It is one of the best places when it comes to grilled eel in Busan. Once you experiencetheir eel prepared immediately upon order and the special herbal sauce boiled for 6hours, you will have no choice but to admit it."
1276,전통음식점 원양,Busanjin-gu,35.172222,129.06995,Traditional Restaurant Wonyang,Traditional Restaurant Wonyang (전통음식점 원양),,"23, Dongpyeong-ro 420beon-gil",,-5246,,Open 11:00 / Closed 22:30,,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512113115093_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512113115093_thumbL,"It has been consistently loved by office workers for over 30 years by serving kimchi, side dishes, pickles, and sauces made with good ingredients sourced from country houses. It is especially well-reviewed by foodies. Group seating for banquets is also available."
1277,항정살구공탄,Busanjin-gu,35.165436,129.03777,Hangjeongsal Gugongtan,Hangjeongsal Gugongtan (항정살구공탄),,"75, Dongpyeong-ro",,-7199,,Mon-Sat pm 17:00 ~ am 01:30 / Sun pm 17:00 ~ am 01:00 ,"Pork Jowl, Garlic Pork Jowl, Pork Rinds",https://www.visitbusan.net/uploadImgs/files/cntnts/20220512114353372_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512114353372_thumbL,"The meat is sliced very thinly after ordering, which creates a nicer texture. Also famous for doenjang jjigae, this restaurant specializes in grilled pork jowls. If you are lucky, you may encounter a delightful event."
1278,금용,Buk-gu,35.205463,128.99666,Geumyong,Geumyong (금용),,"75, Gupomanse-gil",,-1562,,Open 10:30 / Closed 20:30,"Steamed Dumplings, Pan-fried Dumplings, Ohyangjangyuk (Five-Spice Sliced Steamed Pork)",https://www.visitbusan.net/uploadImgs/files/cntnts/20220512130126929_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512130126929_thumbL,"This Chinese dumpling restaurant has been operating since 1960, making Shandong-style dumplings with braised pork skin and oxtail meat. It is so popular that the prepared ingredients are always sold out on the same day."
1279,웅천집,Buk-gu,35.26257,129.0153,Ungcheonjip,Ungcheonjip (웅천집),,"7-14, Geumgok-daero 616beon-gil",,-9041,,Open 11:30 / Closed 22:00,"Leather Carp Hoe, Catfish Maeuntang (Spicy Soup), Grilled Eel",https://www.visitbusan.net/uploadImgs/files/cntnts/20220512131313725_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512131313725_thumbL,"This is a traditional restaurant that has been in business for three generations since 1964. It is especially famous for the special sauce made with soy sauce aged for three years and leather carp hoe, but after deliberation, many guests end up trying out all the menu items, including grilled eel and maeuntang."
1280,이종임 전복뚝배기,Buk-gu,35.230835,129.00897,Lee Jong-im Abalone Ttukbaegi,Lee Jong-im Abalone Ttukbaegi (이종임 전복뚝배기),,"91, Hwamyeong-daero 12beon-gil",,-356,,Open 10:00 / Closed 22:00,"Steamed Abalone with Hanwoo Ribs, Abalone Seafood Soup, Grilled Abalone with Butter",https://www.visitbusan.net/uploadImgs/files/cntnts/20220512133553898_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512133553898_thumbL,"This restaurant specializes in abalone dishes and sources fresh and soft raw abalone from Wando Island. Their new dish, steamed abalones with Hanwoo ribs, was even introduced on TV. Overall, they make healthy food that has low levels of salt."
1281,평양집,Buk-gu,35.212116,129.00589,Pyeongyangjip,Pyeongyangjip (평양집),,"21, Geumgok-daero 20beon-gil",,-5755,,Open 11:00 / Closed 17:00,"Dumpling Set Meal, Dumpling Hotpot, Mung Bean Pancake",https://www.visitbusan.net/uploadImgs/files/cntnts/20220512143357001_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512143357001_thumbL,"This is a Pyeongyangstyle handmade dumpling restaurant that has been open for 24 years. You can discover North Korean food here, a rarity in South Korea. They make dumplings every morning to welcome the guests, and the pancakes made of 100% mung beans is also a popular menu item."
1282,대왕불맛,Sasang-gu,35.17614,128.99005,Daewang Bulmat,Daewang Bulmat (대왕불맛),,"1F, 54, Deoksang-ro",,-6027,,pm 16:00 ~ am 01:00,"Half Abomasum, Half Intestines / Spicy Abomasum / Spicy Intestines",https://www.visitbusan.net/uploadImgs/files/cntnts/20220512145041261_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512145041261_thumbL,"This is a takeout and delivery restaurant specializing in offal cuisine and offers domestic gopchang and makchang cooked over direct fire. Their spicy gopchang, which eliminated the peculiar odor of intestines with homemade seasoning, is a popular item."
1283,올리브장작,Sasang-gu,35.162926,128.98746,Olive Jangjak,Olive Jangjak (올리브장작),,Gwangjang-ro 101,,-3680,,Open 11:30 / Closed 21:20,"Seafood Oil Pasta, Caprese Salad, Margherita Pizza",https://www.visitbusan.net/uploadImgs/files/cntnts/20220512154744132_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512154744132_thumbL,"It is an Italian restaurant famous for its wood-fired pizza and pasta, with an interior decor that makes you feel like you are in a log cabin. This place has many regulars for consistent flavors."
1284,전골[그집],Sasang-gu,35.149475,129.00208,Jeongol[Geujip],Jeongol[Geujip] (전골[그집]),,"1F, 268-15, Gaya-daero",,-8280,,Open 12:00 / Closed 22:00,"Spicy Brisket Hot Pot, Stir-fried Brisket with Mung Bean Sprouts, Bibim Golbaenggi (Spicy Whelk)",https://www.visitbusan.net/uploadImgs/files/cntnts/20220512155859812_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512155859812_thumbL,"After researching for over a year, the owners developed an original hotpot recipe. Now, it has people fully packed in this hard-to-find hole in the wall of a restaurant inside a small alley. Everyone will love this soup."
1285,하오츠,Sasang-gu,35.155018,128.99106,Haochi,Haochi (하오츠),,"#104, 1F, 270, Hakgam-daero",,-10750,,Open 11:30 / Closed 22:00,"Samseon Jjamppong, Sweet and Sour Pork, Chili Shrimp",https://www.visitbusan.net/uploadImgs/files/cntnts/20220512162629589_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512162629589_thumbL,"Office workers from all the government offices nearby flock to this spot at lunchtime. They use quality ingredients selected by the owner-chef. The cooking time is a bit long for a Chinese restaurant, but the taste is guaranteed."
1286,함양본가어탕국수,Sasang-gu,35.159695,128.98518,Hamyang Bonga Eotang Guksu,Hamyang Bonga Eotang Guksu (함양본가어탕국수),,"36, Sasang-ro 181beon-gil",,-4602,,Open 9:30 / Closed 22:00,"otang Noodles, Catfish Maeuntang (Spicy Soup)",https://www.visitbusan.net/uploadImgs/files/cntnts/20220512164338161_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512164338161_thumbL,"Eotang guksu, noodles made with ground freshwater fish, are quite hard to find. Eotang guksu here is famous for its consistent taste without being too spicy or hard on the tongue. A lot of customers come from a far distance, too."
1287,오공떵번,Saha-gu,35.105663,128.9738,50 Tan Binh,50 Tan Binh (오공떵번),,"1F, 50, Seunghak-ro",,-4702,,Open 11:00 / Closed 21:00,"Hu Tieu, Bun Cha, Nem",https://www.visitbusan.net/uploadImgs/files/cntnts/20220512165954952_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512165954952_thumbL,"While the Hanoi-style pho is perhaps the most common rice noodle in Korea, this place makes hu tieu, which are Ho Chi Minh-style. Unlike pho, the spices are not strong, which makes it enjoyable for everyone."
1288,옥미아구찜 하단점,Saha-gu,35.105244,128.9706,"Okmi Agujjim, Hadan Branch","Okmi Agujjim, Hadan Branch (옥미아구찜 하단점)",,"34, Seunghak-ro 2-beon-gil",,-11726,,Open 10:00  / Closed 21:00,"Steamed Monkfish, Steamed Monkfish and Seafood",https://www.visitbusan.net/uploadImgs/files/cntnts/20220512171230301_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512171230301_thumbL,"It is a branch of Okmi Agujjim, one of the most famous restaurants in Busan, where monkfish restaurants are aplenty. They use fresh monkfish and steam them with rich flavors without being spicy. It is also designated as a Busan Local Restaurant."
1289,우연횟집,Saha-gu,35.11137,128.96355,Uyeon Hoetjip,Uyeon Hoetjip (우연횟집),,"1F, 18, Nakdong-daero 535beon-gil",,-2699,,Open 18:00 / Closed 24:00,"Assorted Hoe, Hwareo Hoe (Prepared from live fish)",https://www.visitbusan.net/uploadImgs/files/cntnts/20220512175424144_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512175424144_thumbL,"This hoe restaurant is famous for long waits before opening. They prepare dishes with live fish caught immediately after ordering. They serve thick slices on a full plate at affordable prices, which makes it one of the most popular pubs in the college district."
1436,마파람 해물찜 해물탕 구서본점,Geumjeong-gu,35.244667,129.08856,Maparam Haemuljjim Haemultang Guseo Main Branch,Maparam Haemuljjim Haemultang Guseo Main Branch (마파람 해물찜 해물탕 구서본점),,"2F, 418, Geumgang-ro, Geumjeong-gu",,051-557-5577,,11:00-15:00 / 16:30-10:30,"Steamed seafood, Seafood soup",https://www.visitbusan.net/uploadImgs/files/cntnts/20230523140214260_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230523140214260_thumbL,"The spacious hall, with stylish external and internal decor, is always full of customers.Opened in 2005, it has been a longtime local favorite for its fresh seafood and delicious marinade that anyone would enjoy."
1437,청해수산,Yeongdo-gu,35.092476,129.0438,Cheonghae Susan,Cheonghae Susan (청해수산),,"35, Taejong-ro 113beon-gil, Yeongdo-gu",,051-412-6888,,12:30-22:00,"Assorted raw fish, Seasonal live fish (market price)",https://www.visitbusan.net/uploadImgs/files/cntnts/20230524160636450_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230524160636450_thumbL,"Famous for its thick slices of raw fish, it looks like an ordinary market hoetjip, but it is sopopular that the queue starts early and remains long until late hours, even on weekdays.The thickness of raw fish can be accommodated. A lot of customers also frequent the placefor takeouts"
